-2.995404790495563407e+00,8.858285340461869231e-03
-2.989845745658047615e+00,2.309912761429208303e-02
-2.985665059914247799e+00,3.714599137366483145e-02
-2.978066487601299883e+00,5.518460980833046065e-02
-2.966485705490137459e+00,7.458483648632305285e-02
-2.949953552415737423e+00,9.546030719254741670e-02
-2.927926245063293909e+00,1.169714059981094983e-01
-2.901598107723038833e+00,1.370256896980645289e-01
-2.872211317441816902e+00,1.548456588821093272e-01
-2.842765758931181885e+00,1.692944789191297705e-01
-2.813019479423450431e+00,1.812542321063742579e-01
-2.784430194598964459e+00,1.918974146537052450e-01
-2.755079137334499162e+00,2.027222936332807590e-01
-2.724998632111298225e+00,2.133784730283578568e-01
-2.693364765125351390e+00,2.242789864012355305e-01
-2.660551389648572851e+00,2.350110348264906335e-01
-2.627079693740248523e+00,2.457459956428293679e-01
-2.592818592917211618e+00,2.576255843026373227e-01
-2.557404551287899341e+00,2.702836744436005745e-01
-2.522436520440562990e+00,2.810732110848616072e-01
-2.487530183235763470e+00,2.919508515983308405e-01
-2.452817260953807921e+00,3.031512766073873322e-01
-2.418316556209457069e+00,3.151559662291418262e-01
-2.383971484325404067e+00,3.275794575562203104e-01
-2.349762554113214996e+00,3.404820197998932318e-01
-2.315767066789454987e+00,3.537454318744666648e-01
-2.281883951830352864e+00,3.679043274240210160e-01
-2.248719639539427106e+00,3.839405440487777543e-01
-2.216984426082282855e+00,4.026609007062511014e-01
-2.187313355032785012e+00,4.236695482738073726e-01
-2.158690549790527324e+00,4.464368853028295447e-01
-2.129800433927713676e+00,4.695408376606048373e-01
-2.099514358993361363e+00,4.904716673409925676e-01
-2.067826692444082681e+00,5.092006180426376094e-01
-2.035093658599675948e+00,5.259047945445537442e-01
-2.001122931793199999e+00,5.405500022928372283e-01
-1.966054070671293008e+00,5.525932654765719487e-01
-1.931071323146261065e+00,5.611017414167294159e-01
-1.895548963890035132e+00,5.659472731513360833e-01
-1.858759669365449563e+00,5.674556216878871018e-01
-1.822657621916758508e+00,5.659443008745972392e-01
-1.787688821884969803e+00,5.616588115485122712e-01
-1.755570387746355765e+00,5.548708040798945307e-01
-1.721292098644716217e+00,5.440277760049978539e-01
-1.689276470466225755e+00,5.301425427651996758e-01
-1.658803124015600261e+00,5.140074110999148793e-01
-1.629919732351917894e+00,4.970583262751224751e-01
-1.601996525295208196e+00,4.796428404840147874e-01
-1.574450824876416632e+00,4.608128333475680072e-01
-1.547674131399555453e+00,4.404217069883539781e-01
-1.520896043898669836e+00,4.179638400686242483e-01
-1.494605515623423697e+00,3.940605790659510999e-01
-1.469214627330921674e+00,3.696837163102161261e-01
-1.444305057864335939e+00,3.451788967686854059e-01
-1.419784535966265304e+00,3.202905996058155735e-01
-1.396321971140923823e+00,2.948733084890398093e-01
-1.376712336149508831e+00,2.698473821739044709e-01
-1.362670134428335844e+00,2.461312267284667399e-01
-1.354000240803749477e+00,2.251265015496669852e-01
-1.348459973477631690e+00,2.036300745999120032e-01
-1.344219067425520331e+00,1.744933824324278182e-01
-1.340813349249344810e+00,1.435949736181389991e-01
-1.336306360232573320e+00,1.140272377008846177e-01
-1.330172963478923887e+00,8.506523280394760744e-02
-1.325669007820952761e+00,5.128354455284189067e-02
-1.324695373131900888e+00,1.528541674132087060e-02
-1.327052120557631332e+00,-1.948956176297754125e-02
-1.332161347385888206e+00,-5.420514700677125930e-02
-1.337569237107972597e+00,-8.649115535645558739e-02
-1.340544583479756025e+00,-1.189728315613856613e-01
-1.340035404997591328e+00,-1.528251066009152781e-01
-1.335470646331447631e+00,-1.859178378882738181e-01
-1.326574109495828990e+00,-2.179936116481037967e-01
-1.313335254711999411e+00,-2.487057908992954536e-01
-1.295815264177613058e+00,-2.778838237392153854e-01
-1.274507634588801563e+00,-3.047096295484621464e-01
-1.249844207671475749e+00,-3.289298098733455245e-01
-1.222558689534307019e+00,-3.508670024328650605e-01
-1.193473906377815030e+00,-3.711173691240427508e-01
-1.163790934416621958e+00,-3.897418448767364096e-01
-1.133224763883756037e+00,-4.069021573238121303e-01
-1.101908018462359307e+00,-4.225413110083371393e-01
-1.070068889549823155e+00,-4.368269252970047312e-01
-1.037459342080604863e+00,-4.499012946840314497e-01
-1.004192867600130379e+00,-4.617056027557806530e-01
-9.708504798129532487e-01,-4.719271129561363742e-01
-9.368994109167785300e-01,-4.809180200740996725e-01
-9.026551763009841300e-01,-4.887503128278913866e-01
-8.680625823516001649e-01,-4.955032606993510780e-01
-8.331910966833413479e-01,-5.012563330519943516e-01
-7.978861812224262717e-01,-5.061573218823275377e-01
-7.626756685973397065e-01,-5.102135381706829342e-01
-7.271858222919147519e-01,-5.135527215124781053e-01
-6.917080576327515606e-01,-5.161253172287942892e-01
-6.560665199331239261e-01,-5.179671260309784975e-01
-6.203264636992767977e-01,-5.189696775255224770e-01
-5.844452453081199206e-01,-5.187429296740265761e-01
-5.483354937141058372e-01,-5.176830276514272633e-01
-5.118872438887909215e-01,-5.164566646881443290e-01
-4.753072043591597962e-01,-5.147610689268669049e-01
-4.390053110987078289e-01,-5.123673343117736145e-01
-4.026320127151121198e-01,-5.097343186882445920e-01
-3.663678515676551672e-01,-5.072069742531629677e-01
-3.300628970000286100e-01,-5.047847005050025704e-01
-2.938686743113685940e-01,-5.022985126954205848e-01
-2.575641629137325195e-01,-4.997733535865537813e-01
-2.212656948314618011e-01,-4.975992744281859670e-01
-1.850609029561141317e-01,-4.958477910191662064e-01
-1.491365352822564272e-01,-4.941620855274240776e-01
-1.131061946452963513e-01,-4.922964642010126957e-01
-7.714974227819401675e-02,-4.902531029921396444e-01
-4.125411535347246056e-02,-4.878933203069691915e-01
-5.367776138019468568e-03,-4.851596919353734494e-01
2.981812943822178749e-02,-4.816892788193377073e-01
6.494485735019660255e-02,-4.767625612196229046e-01
9.981920092953727730e-02,-4.704094452935669302e-01
1.345385953909468413e-01,-4.627384067446036475e-01
1.690668991067382221e-01,-4.539673155693882967e-01
2.032520769684712791e-01,-4.443131827961305236e-01
2.376957742684445152e-01,-4.344063316532854047e-01
2.719598661118783345e-01,-4.249773665367439501e-01
3.060062130442837702e-01,-4.155602667042518905e-01
3.397880717206547829e-01,-4.057532228592242163e-01
3.731252914077185512e-01,-3.952963313113281862e-01
4.062161546798987999e-01,-3.841293767973489315e-01
4.389158147497888574e-01,-3.723393413631006510e-01
4.713752949590516717e-01,-3.598789897505541013e-01
5.033447707264656623e-01,-3.466765694241395468e-01
5.348736445903284897e-01,-3.325151281314763785e-01
5.657956858786554744e-01,-3.173345367339523437e-01
5.962145569965825453e-01,-3.011489336438029629e-01
6.262747021938378511e-01,-2.841471215235739090e-01
6.560507682926343120e-01,-2.663819426535174451e-01
6.853760596097077107e-01,-2.496432587127319080e-01
7.166627573809654095e-01,-2.363821438790682239e-01
7.505716269635714921e-01,-2.258550114866811342e-01
7.848573980461417410e-01,-2.181066678278555659e-01
8.199939504264704970e-01,-2.126045239491009542e-01
8.549547334278196908e-01,-2.091677376071320871e-01
8.902061065399421436e-01,-2.071202727519391718e-01
9.250667694821856912e-01,-2.055724762982958920e-01
9.600355991910183295e-01,-2.037490026107552366e-01
9.950966934977187872e-01,-2.017336224064189554e-01
1.030564612530782354e+00,-1.998575608707327533e-01
1.065664056144178140e+00,-1.981325229941113542e-01
1.100886456287420323e+00,-1.961329528127330468e-01
1.136232104717900038e+00,-1.941226728357042519e-01
1.171715666299490088e+00,-1.922615394305467740e-01
1.207078348059717365e+00,-1.904924319481503814e-01
1.242514173208726591e+00,-1.886974412761611986e-01
1.278003183928553055e+00,-1.870076116980520231e-01
1.313226084989202569e+00,-1.851640194488273494e-01
1.348491520792846510e+00,-1.827996866047200963e-01
1.383799662362079852e+00,-1.802450530638970705e-01
1.419120847142173236e+00,-1.776064682924003713e-01
1.454431223357113501e+00,-1.749021812169279100e-01
1.489819840831829278e+00,-1.722439005290699598e-01
1.525258294753549348e+00,-1.697653537776076249e-01
1.560648447370855951e+00,-1.674391981050248335e-01
1.596032037999530084e+00,-1.650736864217274003e-01
1.630725318627142872e+00,-1.624000179776369512e-01
1.665369387546220326e+00,-1.591933622401188464e-01
1.700277984004766818e+00,-1.558541448173628718e-01
1.735098897803344586e+00,-1.525807215067731537e-01
1.769961471151326737e+00,-1.493809094370024126e-01
1.804967358333477767e+00,-1.462565470094317477e-01
1.839803764406687803e+00,-1.431958687087507565e-01
1.874846085964569919e+00,-1.400865812792352061e-01
1.909842205922386515e+00,-1.370799651314067447e-01
1.945140916136283149e+00,-1.343439696602860833e-01
1.980222463586312598e+00,-1.318643913976472182e-01
2.015425515970038273e+00,-1.294084613253557448e-01
2.050697524653827486e+00,-1.270616219326766716e-01
2.085972038935610673e+00,-1.247727358722467844e-01
2.121132883647293799e+00,-1.223683842226052920e-01
2.156469797955884005e+00,-1.198066978193621790e-01
2.191764617197870635e+00,-1.172080111875811459e-01
2.227179512478219436e+00,-1.145038387638763894e-01
2.262479120838048363e+00,-1.116638108522252232e-01
2.297764639738847148e+00,-1.086000541803221475e-01
2.332971167537016388e+00,-1.053036138677987399e-01
2.368171117025153816e+00,-1.016320444440429321e-01
2.403367824765649807e+00,-9.769911886017706992e-02
2.438642194805034524e+00,-9.366387897079962721e-02
2.473947691467758947e+00,-8.967526389767820072e-02
2.509267221622482058e+00,-8.575797945741553407e-02
