#{"t_start": 1657263718.5787966, "env_id": null}
r,l,t
14.682848,111,9.27854
14.482848,112,9.363208
13.282851,118,9.695407
20.1799,60,12.16017
20.179897,60,12.276744
-19.4,5,12.513147
-19.8,6,12.678655
20.379898,60,12.67872
-19.2,4,12.922382
17.71127,61,15.423368
17.71127,60,15.512029
17.594112,61,15.799292
17.897055,80,19.334816
20.014214,80,19.422159
17.414213,82,19.793739
19.482841,83,23.686249
19.365685,84,23.686302
19.565685,83,24.115143
17.517157,113,29.20401
17.234314,115,29.326842
17.517157,113,29.585912
19.565685,49,31.499074
19.765686,48,31.613373
19.965685,48,31.930399
-24.171574,73,35.241049
-25.454414,81,35.641997
-26.054415,81,35.99552
11.179907,133,41.7378
11.179906,133,42.113234
11.5799055,131,42.345131
-20.117157,30,43.299635
-19.917158,29,43.625657
-20.317158,32,44.000274
12.097064,131,49.384401
9.297065,136,50.023772
7.979909,142,50.759539
-25.102943,88,54.044031
-24.902945,85,54.444839
-23.985786,78,54.759388
21.165686,39,55.917084
21.082842,40,56.381527
20.882843,40,56.710253
-24.737259,41,57.997091
-24.937258,42,58.503348
-24.537258,39,58.694028
19.559797,52,60.449589
19.359798,52,60.973611
19.476955,52,61.15737
14.945585,94,64.875359
14.662744,94,65.352571
14.945587,93,65.479064
13.165689,82,68.630832
16.165688,78,69.022284
13.365689,81,69.106405
21.248528,37,70.402413
21.448528,36,70.777156
21.648527,36,70.87244
6.8343306,173,78.567895
10.434329,166,78.56795
-18.682842,4,78.827411
-18.882843,5,78.92147
7.0343246,173,79.131758
-18.682842,4,79.390742
20.882843,39,80.813653
21.165686,38,80.813719
21.165686,39,81.236473
-29.137257,61,83.78778
-28.137257,56,83.963495
-30.020098,65,84.045046
-22.800001,61,86.710145
-23.000002,62,86.980854
-23.400002,64,87.201557
-19.482843,25,88.408855
-20.165686,29,88.408903
-20.565685,31,88.933468
12.448534,140,94.931336
12.048534,142,95.093823
9.048537,147,95.945089
0.5798786,200,105.092559
0.97987443,208,105.640052
-19.551472,10,105.640101
-19.551472,9,106.140284
-1.0201256,208,106.445229
-19.551472,10,107.000619
8.6142235,154,113.309856
8.6142235,154,113.767488
-21.4,12,113.95631
-21.2,11,114.440735
8.214224,156,114.844388
-20.917158,10,115.361263
13.000009,155,121.702888
13.600008,153,122.020625
22.365685,28,123.054099
11.200014,164,123.314316
22.165686,29,123.436131
22.062742,31,124.538088
22.365685,29,124.703675
22.262741,30,124.874526
22.165686,28,125.896962
22.262741,30,126.155141
21.965685,29,126.286785
19.897057,29,127.325068
22.165686,29,127.603742
20.297056,28,127.714656
20.097055,29,129.076692
-21.482843,58,130.232722
-22.2,59,130.607059
-21.517159,59,131.949021
12.965692,143,136.851763
12.765693,143,137.220532
12.9656925,142,138.523623
-21.93726,42,138.942933
-22.020102,42,139.319489
-21.737259,41,140.568376
14.697058,101,143.684431
14.697058,101,144.035921
16.814215,100,145.188489
19.848528,65,146.714714
19.965685,64,147.062123
19.682842,65,148.34366
-25.034313,120,152.476686
-25.434315,122,152.893969
-22.717157,29,153.937288
-25.234314,121,154.182706
-22.517159,29,154.432799
-20.682842,10,154.595616
-20.565685,9,155.019572
-22.234314,27,155.727887
-20.282843,9,156.238856
-23.654415,71,158.174611
-23.854414,71,158.604563
-23.854416,72,159.868325
10.428434,170,166.45923
13.028435,167,166.673405
9.311277,176,168.187617
20.117157,45,168.608983
19.917156,45,168.868381
19.517157,46,170.622242
6.1455994,169,176.913105
6.4627533,167,177.051779
5.545598,173,179.111821
12.682851,118,182.847449
12.282851,119,183.055738
14.800007,116,185.027856
10.27696,117,188.729751
10.476961,116,188.879975
11.076961,113,190.594157
13.565695,191,197.855435
13.565696,192,198.039973
13.365696,193,199.723301
19.545584,86,202.024931
19.06274,88,202.331768
19.462742,86,203.895944
17.848528,77,205.711525
17.765684,78,206.05697
17.565685,79,207.7476
13.131376,128,211.890738
13.731375,125,212.078088
-21.365685,14,212.67367
-21.365685,14,212.86943
13.331376,127,213.946437
-21.565685,13,214.624856
15.145585,96,217.314574
14.662743,98,217.581763
13.145587,105,219.500508
18.731369,89,221.406481
18.248528,90,221.724476
18.448526,89,223.613526
17.774012,78,225.033734
17.774012,78,225.344507
17.774012,78,227.214437
17.965685,69,228.266078
18.448528,67,228.520154
18.365685,67,230.476011
11.81422,112,233.589605
14.497061,110,233.744156
14.097061,111,235.916628
-25.488728,61,236.950154
-25.605885,63,236.950205
-25.488728,61,239.113927
-27.4201,77,240.888343
-29.020096,86,241.355344
-26.820097,74,242.816383
13.9313755,97,245.545359
14.014219,97,246.115684
14.9313755,93,247.643057
4.95391,214,256.832044
2.753905,214,257.289894
4.95391,224,258.952818
11.131376,111,261.927646
12.648534,113,262.478097
10.931376,112,264.091391
17.282843,113,267.188777
17.2,114,267.904692
-22.214214,23,268.580077
-21.814213,19,269.074435
