#{"t_start": 1656670270.1344225, "env_id": null}
r,l,t
-30.620096,72,4.949308
-30.854412,74,5.08129
-22.86863,25,6.275879
-23.66863,29,6.630303
-37.068623,104,6.720089
-26.882841,42,8.480026
-89.46286,348,26.24585
-105.62831,435,31.319061
-33.082836,75,35.742373
-60.6285,209,38.569886
-50.579937,160,44.709409
-54.731422,184,48.565689
-163.90207,719,49.302948
-36.04852,86,49.401739
-42.097065,121,54.978197
-48.77993,156,56.166593
-42.248535,113,60.701847
-63.482933,239,61.107675
-45.248547,126,62.781075
-45.214233,132,68.676965
-57.282906,204,72.049615
-35.814205,88,73.352009
-38.41421,96,77.59914
-42.254425,125,80.181136
-50.17993,152,88.669904
-42.365692,114,94.599612
-29.048525,51,97.227214
-160.1163,704,100.926512
-39.814217,105,107.021696
-383.81735,1884,188.491432
-27.979897,58,191.464353
-422.03973,2061,206.438425
-594.64954,2885,220.438225
-174.98463,789,231.320227
-167.01913,749,243.497198
-39.751472,103,248.906524
-47.331394,137,255.878739
-236.36363,1073,275.04106
-61.565758,210,286.651865
-256.63196,1169,291.769075
-50.097088,150,294.417374
-382.21713,1812,346.226374
-464.15317,2226,402.125199
-244.72917,1141,404.701778
-32.048523,70,408.073674
-144.28227,607,434.008516
-29.117153,56,436.84069
-523.7221,2588,538.36745
-32.468624,68,541.584866
-57.08276,443,561.615461
-44.53138,173,570.237927
-1115.501,5763,579.087458
-135.87645,582,599.555101
-754.34204,3740,623.357052
-96.551476,461,625.415689
-194.01872,873,626.743721
-40.56569,111,632.960414
-143.23372,648,657.770453
-65.48294,259,671.334317
-1348.3433,6679,1005.102577
-1485.5605,7432,1005.843902
-45.048546,131,1011.943782
-55.985836,174,1015.010539
-38.01421,100,1020.369013
-1599.9784,7910,1024.22952
-59.48292,226,1035.462003
-108.03413,460,1035.780164
-36.599987,107,1040.91923
-64.634415,237,1052.390835
-149.3993,681,1067.874489
-108.785576,462,1089.180398
-36.151463,111,1094.434111
-406.47522,2230,1125.662486
-70.71726,260,1137.699507
-504.11566,2667,1179.270893
-395.60638,2124,1198.738689
-100.717064,446,1203.206749
-50.848568,166,1207.334826
-307.81323,1496,1275.532807
-535.1173,2882,1281.735334
-646.56995,3162,1366.136252
-31.040197,75,1370.138286
-593.1124,2912,1514.006426
-65.68883,250,1526.456408
-548.0467,2684,1659.178751
3.2142208,127,1665.35141
-113.38558,499,1689.510415
-21.2,22,1690.739559
-1620.3617,8321,1691.025021
18.614214,35,1692.532555
-65.16579,251,1703.336639
-49.585815,166,1711.490909
-108.51637,698,1726.493401
