#{"t_start": 1656498912.851693, "env_id": null}
r,l,t
-19.482843,6,2.710546
-19.682842,7,2.761937
-19.682842,7,2.761983
-196.36427,881,42.02374
-70.75159,270,54.265336
-262.8804,1246,58.904676
-174.94443,788,96.714083
-425.69098,2272,108.546778
-39.751472,108,114.026735
-112.26253,473,138.505305
-25.0,36,140.593866
-194.06134,883,142.234538
-420.06802,2017,156.17336
-75.43445,283,156.520434
-35.59999,86,161.332709
-129.19373,543,186.693981
-176.95866,795,186.878607
-125.29084,528,190.927825
-25.297056,37,192.978333
-50.351517,182,203.215669
-153.99927,664,224.246175
-39.4,113,230.967906
-71.27707,258,247.190445
7.6485376,99,253.140263
-270.24603,1244,259.991828
5.6485395,121,260.610548
-219.61241,1023,264.404437
2.39999,138,268.685238
2.228421,166,273.847766
-2.054437,187,279.289731
-48.834343,155,282.676189
-37.414207,99,288.019462
-62.234394,215,291.266023
17.000002,78,292.453897
-147.19931,650,296.95741
-39.33137,125,298.215474
19.317156,66,301.52635
-100.57985,420,322.554795
-29.199997,63,325.766559
-209.14919,1191,352.791165
22.965685,27,354.218423
-193.03227,1153,355.001683
17.297056,59,357.20156
18.199999,57,357.871899
10.779906,77,361.060525
20.282843,26,362.393649
-6.034362,189,367.900109
-141.70168,863,369.977441
22.082842,49,370.702652
9.862754,138,378.273261
-34.62024,313,387.04255
-43.317177,169,387.40239
-19.834314,13,387.822285
9.179911,123,393.760988
18.717157,69,397.119498
6.8142247,122,403.000144
23.448528,25,404.273387
19.414213,67,407.561253
-23.4,26,408.849407
21.282843,21,409.924356
-221.59814,1052,417.705018
-82.86811,624,419.510083
-50.882904,207,421.207267
-49.20003,152,427.371979
-65.60009,234,429.878071
-54.00005,175,430.12568
-32.702938,80,434.341997
2.6911628,159,435.798905
-36.151463,77,438.501494
-2.4745362,165,438.766521
-33.614204,101,441.220079
-45.048546,142,448.471115
23.648527,22,449.649107
-64.69713,234,450.905264
-26.648527,39,452.896472
-74.048645,288,453.516545
23.565685,22,454.093715
23.765686,21,454.624889
16.200003,81,458.052127
15.917159,82,458.614241
22.048529,16,458.930036
-4.400021,184,459.138893
21.848528,16,459.627742
21.848528,16,460.123621
-27.599997,46,462.231112
-30.599995,61,462.489175
-27.999998,49,462.899964
-30.005882,71,466.170442
-25.805885,65,466.289157
-43.405903,120,468.822222
-47.39413,168,475.788483
-62.32312,236,489.199198
-40.4,111,495.492319
-24.93137,31,497.286513
-46.151493,138,505.078957
17.2,66,508.80126
-90.46281,388,530.61123
-271.67432,1267,538.1343
-34.323036,122,544.977179
-134.36516,576,563.901142
-146.3106,657,582.696691
-48.331398,148,591.079186
-106.59932,727,605.024177
19.545584,50,607.882505
-86.00545,591,624.983894
-74.3114,285,642.072912
15.082847,156,651.51283
-415.96484,1965,722.683176
-45.448547,154,731.544867
15.979899,57,734.83876
-144.57921,615,770.961661
-24.06863,41,773.332837
14.594116,92,778.625803
-573.7112,2751,810.733476
-161.16473,768,822.017349
15.965688,62,825.474105
-84.53154,321,828.519516
-23.654417,31,830.25645
-219.59814,983,886.011763
-35.64263,75,890.057126
16.345585,56,893.173722
-61.594177,258,907.41277
-27.585785,59,910.733521
-121.18544,524,940.082489
-32.96567,155,948.722762
-516.3424,2513,966.449144
-110.46842,450,972.987404
-71.93149,323,989.373259
-75.41976,523,992.813058
11.565692,109,998.25976
-51.30296,401,1010.39649
-22.082844,38,1012.487065
-87.35159,369,1018.369971
11.60001,163,1027.255182
-55.379955,189,1037.453499
19.71127,38,1039.585008
-178.55028,823,1056.707506
17.2,125,1062.802063
-109.13711,465,1063.560321
-35.73136,103,1068.893848
-0.66864395,150,1076.714858
18.4,34,1078.51774
-18.2,1,1078.627627
15.214215,126,1085.04289
-125.6481,547,1091.856026
21.428427,38,1094.111898
14.579905,101,1100.000071
-147.85371,683,1122.261515
-1.0000279,208,1132.614324
-2414.9746,12031,1140.204091
-173.75032,783,1171.705293
17.64853,72,1175.519068
15.379901,122,1181.949798
-187.23886,896,1185.952375
-67.33736,269,1195.911782
-51.21425,169,1204.484595
-45.60009,430,1208.192959
-10.965759,266,1221.648268
-34.26862,86,1225.877685
13.400004,85,1229.918033
-357.28494,1747,1289.895644
-291.36383,1408,1298.994543
-117.71689,500,1327.425339
-82.22859,342,1346.503359
19.862741,49,1349.372889
-113.99975,478,1377.069318
-1144.6404,5669,1396.451361
3.8485286,116,1403.067013
21.214212,54,1406.462581
-640.6249,3155,1469.683433
20.882843,42,1471.938016
3.7455852,173,1481.217325
-68.38589,264,1494.880319
19.579899,31,1496.427466
-505.61868,2414,1510.547271
11.979902,78,1514.36756
-49.585827,169,1522.592961
20.897057,38,1524.462269
-210.98419,983,1572.197311
-34.365677,136,1578.905217
-52.668674,173,1587.511728
-764.67456,3747,1600.938565
6.165691,109,1606.157242
-127.53089,623,1618.459815
-21.151472,34,1620.250249
-146.0135,702,1640.460164
-50.551514,163,1647.864784
-22.73137,31,1649.328982
-143.6194,632,1650.3136
-26.820099,50,1652.801216
-7.702981,234,1664.346692
-27.599998,42,1666.425689
-111.01926,743,1685.263275
-168.43327,758,1702.062138
-40.014217,103,1707.200069
-87.756874,600,1713.467454
-1025.5054,5311,1752.70987
17.725483,121,1758.544387
9.745594,107,1763.674688
-20.351473,36,1765.417159
-246.49489,1136,1767.181004
14.400004,97,1770.126856
-123.86828,519,1793.910528
-60.082935,276,1806.849222
10.9657,165,1814.688153
-53.723106,230,1825.323093
-299.0814,1450,1834.566655
-38.13725,94,1839.359404
21.565685,38,1841.129475
-167.37054,780,1862.445631
8.262754,123,1868.466177
-26.785786,79,1872.362156
-138.85374,654,1872.506362
13.125488,103,1877.399672
-21.034315,13,1878.027358
-11.288802,240,1883.737622
-81.11731,321,1893.439497
-22.902945,90,1897.766561
-2.8544426,170,1905.675094
19.248528,108,1910.668735
-187.97852,881,1925.385536
-24.034315,66,1928.465734
-33.434307,97,1932.86168
-68.79973,524,1935.346309
-1066.8274,5541,1973.822021
-180.95026,806,1979.28802
11.559808,126,1980.52064
-41.765697,112,1986.456428
9.765697,167,1988.196519
22.414213,49,1989.165901
-254.83195,1199,2051.647663
-264.8945,1285,2057.169032
-506.8101,2429,2062.88585
20.13137,26,2064.211858
23.565685,22,2065.348155
22.682842,44,2067.619416
-43.90898,412,2088.439865
-158.75055,728,2089.198444
11.828437,145,2096.486922
21.062742,60,2099.595724
-206.73561,952,2105.934717
-3.3716087,223,2111.082813
-21.737259,29,2112.609447
-25.082842,35,2114.470284
-25.979898,42,2116.704809
-56.434383,228,2129.689223
-68.84863,249,2143.906182
-238.51501,1092,2147.768905
-101.20579,411,2167.254418
21.248528,20,2168.415613
23.482843,21,2169.640691
20.682842,43,2172.131141
-63.040276,249,2186.159689
-1.8544323,190,2196.64153
18.511269,80,2200.556845
-354.13303,1749,2203.154927
-95.951454,407,2222.385804
16.93137,55,2225.000149
10.614224,144,2231.960067
-176.75554,1071,2251.836908
-110.054214,486,2255.506678
-49.800034,194,2261.619529
-59.01428,217,2266.523464
-28.999996,66,2269.893793
13.13138,179,2270.841842
22.7799,27,2272.222208
7.462757,154,2279.996547
-29.820097,64,2283.461102
-30.743279,353,2287.744114
-31.585781,95,2288.024784
22.048527,36,2289.579756
-28.51715,108,2293.24122
10.545593,150,2297.155614
12.00833,119,2303.351124
18.462742,36,2305.050059
-585.4245,3100,2306.613095
-70.71728,262,2317.733353
-57.15154,259,2319.297383
17.242641,122,2323.699414
-90.57108,664,2326.17818
11.345591,97,2328.350976
-4.0201235,211,2329.446841
6.131382,174,2337.276614
14.917161,105,2342.740192
-72.42855,318,2346.093624
13.345588,68,2346.469527
22.66274,28,2347.538282
4.648532,173,2354.803837
-8.254458,233,2359.005515
-28.405884,110,2364.672212
-253.94913,1204,2386.123146
-107.98566,473,2387.399764
9.7941265,163,2395.738036
-75.14571,274,2400.335446
-77.000175,373,2420.431433
-119.951096,565,2450.866799
21.53137,56,2453.903851
-21.834314,18,2454.922067
-24.917158,35,2456.88875
-387.2401,2145,2466.852491
-7.8059454,242,2469.919829
